fasta order,tip_labels,tip_labels_alt1,tip_labels_alt2,processid,detailed_species,species,info_group,info_group_species,BIN,region_NZ,Locality,Source_type,Genus,family,order,sampleid,GMYC_spec,country,region_public,,,,new_labels,,,,,,,,new_labels_subsets
283,NZPLR210_12|Synchaeta_pectinata,NZPLR210-12|Synchaeta_pectinata,NZPLR210-12_Synchaeta-pectinata_Lake_Rotoma,NZPLR210-12,Synchaeta-pectinata,Synchaeta pectinata,Synchaeta,Synchaeta pectinata,BOLD:ACB9930,north island,Lake Rotoma,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,GMYC:135,NA,NA,italic(`,`)~(`,`),italic(`Synchaeta pectinata`)~(`BOLD:ACB9930`)~(`GMYC:135`)~(`north island`)~(`Lake Rotoma`),(`,BOLD:ACB9930,`)~(`,GMYC:135,`)~(`,Lake Rotoma,`),(`BOLD:ACB9930`)~(`GMYC:135`)~(`Lake Rotoma`)
284,NZPLR212_12|Lecane_luna,NZPLR212-12|Lecane_luna,NZPLR212-12_Lecane-luna_Lake_Taupo,NZPLR212-12,Lecane-luna,Lecane luna,Lecane,Lecane luna,BOLD:ABU8861,north island,Lake Taupo,DS-NZROT,Lecane,Lecanidae,Ploima,NA,GMYC:59,NA,NA,italic(`,`)~(`,`),italic(`Lecane luna`)~(`BOLD:ABU8861`)~(`GMYC:59`)~(`north island`)~(`Lake Taupo`),(`,BOLD:ABU8861,`)~(`,GMYC:59,`)~(`,Lake Taupo,`),(`BOLD:ABU8861`)~(`GMYC:59`)~(`Lake Taupo`)
285,NZPLR213_13|Trichocerca_pusilla,NZPLR213-13|Trichocerca_pusilla,NZPLR213-13_Trichocerca-pusilla_Waikato_River,NZPLR213-13,Trichocerca-pusilla,Trichocerca pusilla,Trichocerca,Trichocerca pusilla,BOLD:ACC6641,north island,Waikato River,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:11,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca pusilla`)~(`BOLD:ACC6641`)~(`GMYC:11`)~(`north island`)~(`Waikato River`),(`,BOLD:ACC6641,`)~(`,GMYC:11,`)~(`,Waikato River,`),(`BOLD:ACC6641`)~(`GMYC:11`)~(`Waikato River`)
286,NZPLR214_13|Trichocerca_pusilla,NZPLR214-13|Trichocerca_pusilla,NZPLR214-13_Trichocerca-pusilla_Waikato_River,NZPLR214-13,Trichocerca-pusilla,Trichocerca pusilla,Trichocerca,Trichocerca pusilla,BOLD:ACC6641,north island,Waikato River,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:11,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca pusilla`)~(`BOLD:ACC6641`)~(`GMYC:11`)~(`north island`)~(`Waikato River`),(`,BOLD:ACC6641,`)~(`,GMYC:11,`)~(`,Waikato River,`),(`BOLD:ACC6641`)~(`GMYC:11`)~(`Waikato River`)
287,NZPLR215_13|Euchlanis_pyriformis,NZPLR215-13|Euchlanis_pyriformis,NZPLR215-13_Euchlanis-pyriformis_Chapel_Lake,NZPLR215-13,Euchlanis-pyriformis,Euchlanis pyriformis,Euchlanis,Euchlanis pyriformis,BOLD:ABU8292,north island,Chapel Lake,DS-NZROT,Euchlanis,Euchlanidae,Ploima,NA,GMYC:60,NA,NA,italic(`,`)~(`,`),italic(`Euchlanis pyriformis`)~(`BOLD:ABU8292`)~(`GMYC:60`)~(`north island`)~(`Chapel Lake`),(`,BOLD:ABU8292,`)~(`,GMYC:60,`)~(`,Chapel Lake,`),(`BOLD:ABU8292`)~(`GMYC:60`)~(`Chapel Lake`)
288,NZPLR216_13|Lecane_ludwigii,NZPLR216-13|Lecane_ludwigii,NZPLR216-13_Lecane-ludwigii_University_of_Waikato_aquarium,NZPLR216-13,Lecane-ludwigii,Lecane ludwigii,Lecane,Lecane ludwigii,BOLD:ACC7351,north island,University of Waikato aquarium,DS-NZROT,Lecane,Lecanidae,Ploima,NA,GMYC:1,NA,NA,italic(`,`)~(`,`),italic(`Lecane ludwigii`)~(`BOLD:ACC7351`)~(`GMYC:1`)~(`north island`)~(`University of Waikato aquarium`),(`,BOLD:ACC7351,`)~(`,GMYC:1,`)~(`,University of Waikato aquarium,`),(`BOLD:ACC7351`)~(`GMYC:1`)~(`University of Waikato aquarium`)
289,NZPLR217_13|Lecane_ludwigii,NZPLR217-13|Lecane_ludwigii,NZPLR217-13_Lecane-ludwigii_University_of_Waikato_aquarium,NZPLR217-13,Lecane-ludwigii,Lecane ludwigii,Lecane,Lecane ludwigii,BOLD:ACC7351,north island,University of Waikato aquarium,DS-NZROT,Lecane,Lecanidae,Ploima,NA,GMYC:1,NA,NA,italic(`,`)~(`,`),italic(`Lecane ludwigii`)~(`BOLD:ACC7351`)~(`GMYC:1`)~(`north island`)~(`University of Waikato aquarium`),(`,BOLD:ACC7351,`)~(`,GMYC:1,`)~(`,University of Waikato aquarium,`),(`BOLD:ACC7351`)~(`GMYC:1`)~(`University of Waikato aquarium`)
290,NZPLR218_13|Lecane_ludwigii,NZPLR218-13|Lecane_ludwigii,NZPLR218-13_Lecane-ludwigii_University_of_Waikato_aquarium,NZPLR218-13,Lecane-ludwigii,Lecane ludwigii,Lecane,Lecane ludwigii,BOLD:ACC7351,north island,University of Waikato aquarium,DS-NZROT,Lecane,Lecanidae,Ploima,NA,GMYC:1,NA,NA,italic(`,`)~(`,`),italic(`Lecane ludwigii`)~(`BOLD:ACC7351`)~(`GMYC:1`)~(`north island`)~(`University of Waikato aquarium`),(`,BOLD:ACC7351,`)~(`,GMYC:1,`)~(`,University of Waikato aquarium,`),(`BOLD:ACC7351`)~(`GMYC:1`)~(`University of Waikato aquarium`)
291,NZPLR219_13|Squatinella_mutica,NZPLR219-13|Squatinella_mutica,NZPLR219-13_Squatinella-mutica_University_of_Waikato_aquarium,NZPLR219-13,Squatinella-mutica,Squatinella mutica,Squatinella,Squatinella mutica,BOLD:ACC7127,north island,University of Waikato aquarium,DS-NZROT,Squatinella,Lepadellidae,Ploima,NA,GMYC:81,NA,NA,italic(`,`)~(`,`),italic(`Squatinella mutica`)~(`BOLD:ACC7127`)~(`GMYC:81`)~(`north island`)~(`University of Waikato aquarium`),(`,BOLD:ACC7127,`)~(`,GMYC:81,`)~(`,University of Waikato aquarium,`),(`BOLD:ACC7127`)~(`GMYC:81`)~(`University of Waikato aquarium`)
292,NZPLR220_13|Lecane_hamata,NZPLR220-13|Lecane_hamata,NZPLR220-13_Lecane-hamata_University_of_Waikato_aquarium,NZPLR220-13,Lecane-hamata,Lecane hamata,Lecane,Lecane hamata,BOLD:ACC8864,north island,University of Waikato aquarium,DS-NZROT,Lecane,Lecanidae,Ploima,NA,GMYC:57,NA,NA,italic(`,`)~(`,`),italic(`Lecane hamata`)~(`BOLD:ACC8864`)~(`GMYC:57`)~(`north island`)~(`University of Waikato aquarium`),(`,BOLD:ACC8864,`)~(`,GMYC:57,`)~(`,University of Waikato aquarium,`),(`BOLD:ACC8864`)~(`GMYC:57`)~(`University of Waikato aquarium`)
293,NZPLR221_13|Asplanchna_sieboldi,NZPLR221-13|Asplanchna_sieboldi,NZPLR221-13_Asplanchna-sieboldi_Hamilton_Zoo_Ponds,NZPLR221-13,Asplanchna-sieboldi,Asplanchna sieboldi,Asplanchna,Asplanchna sieboldi,BOLD:AAV0423,north island,Hamilton Zoo Ponds,DS-NZROT,Asplanchna,Asplanchnidae,Ploima,NA,GMYC:64,NA,NA,italic(`,`)~(`,`),italic(`Asplanchna sieboldi`)~(`BOLD:AAV0423`)~(`GMYC:64`)~(`north island`)~(`Hamilton Zoo Ponds`),(`,BOLD:AAV0423,`)~(`,GMYC:64,`)~(`,Hamilton Zoo Ponds,`),(`BOLD:AAV0423`)~(`GMYC:64`)~(`Hamilton Zoo Ponds`)
294,NZPLR222_13|Asplanchna_sieboldi,NZPLR222-13|Asplanchna_sieboldi,NZPLR222-13_Asplanchna-sieboldi_Hamilton_Zoo_Ponds,NZPLR222-13,Asplanchna-sieboldi,Asplanchna sieboldi,Asplanchna,Asplanchna sieboldi,BOLD:AAV0423,north island,Hamilton Zoo Ponds,DS-NZROT,Asplanchna,Asplanchnidae,Ploima,NA,GMYC:64,NA,NA,italic(`,`)~(`,`),italic(`Asplanchna sieboldi`)~(`BOLD:AAV0423`)~(`GMYC:64`)~(`north island`)~(`Hamilton Zoo Ponds`),(`,BOLD:AAV0423,`)~(`,GMYC:64,`)~(`,Hamilton Zoo Ponds,`),(`BOLD:AAV0423`)~(`GMYC:64`)~(`Hamilton Zoo Ponds`)
295,NZPLR223_13|Brachionus_calyciflorus,NZPLR223-13|Brachionus_calyciflorus,NZPLR223-13_Brachionus-calyciflorus_Lake_Cameron,NZPLR223-13,Brachionus-calyciflorus,Brachionus calyciflorus,Brachionus,Brachionus calyciflorus,BOLD:AAT8862,north island,Lake Cameron,DS-NZROT,Brachionus,Brachionidae,Ploima,NA,GMYC:18,NA,NA,italic(`,`)~(`,`),italic(`Brachionus calyciflorus`)~(`BOLD:AAT8862`)~(`GMYC:18`)~(`north island`)~(`Lake Cameron`),(`,BOLD:AAT8862,`)~(`,GMYC:18,`)~(`,Lake Cameron,`),(`BOLD:AAT8862`)~(`GMYC:18`)~(`Lake Cameron`)
296,NZPLR224_13|Brachionus_calyciflorus,NZPLR224-13|Brachionus_calyciflorus,NZPLR224-13_Brachionus-calyciflorus_Lake_Cameron,NZPLR224-13,Brachionus-calyciflorus,Brachionus calyciflorus,Brachionus,Brachionus calyciflorus,BOLD:AAT8862,north island,Lake Cameron,DS-NZROT,Brachionus,Brachionidae,Ploima,NA,GMYC:18,NA,NA,italic(`,`)~(`,`),italic(`Brachionus calyciflorus`)~(`BOLD:AAT8862`)~(`GMYC:18`)~(`north island`)~(`Lake Cameron`),(`,BOLD:AAT8862,`)~(`,GMYC:18,`)~(`,Lake Cameron,`),(`BOLD:AAT8862`)~(`GMYC:18`)~(`Lake Cameron`)
297,NZPLR227_13|Lecane_bulla,NZPLR227-13|Lecane_bulla,NZPLR227-13_Lecane-bulla_University_of_Waikato_aquarium,NZPLR227-13,Lecane-bulla,Lecane bulla,Lecane,Lecane bulla,BOLD:ACC8387,north island,University of Waikato aquarium,DS-NZROT,Lecane,Lecanidae,Ploima,NA,GMYC:52,NA,NA,italic(`,`)~(`,`),italic(`Lecane bulla`)~(`BOLD:ACC8387`)~(`GMYC:52`)~(`north island`)~(`University of Waikato aquarium`),(`,BOLD:ACC8387,`)~(`,GMYC:52,`)~(`,University of Waikato aquarium,`),(`BOLD:ACC8387`)~(`GMYC:52`)~(`University of Waikato aquarium`)
298,NZPLR228_13|Lecane_bulla,NZPLR228-13|Lecane_bulla,NZPLR228-13_Lecane-bulla_University_of_Waikato_aquarium,NZPLR228-13,Lecane-bulla,Lecane bulla,Lecane,Lecane bulla,BOLD:ACC8387,north island,University of Waikato aquarium,DS-NZROT,Lecane,Lecanidae,Ploima,NA,GMYC:52,NA,NA,italic(`,`)~(`,`),italic(`Lecane bulla`)~(`BOLD:ACC8387`)~(`GMYC:52`)~(`north island`)~(`University of Waikato aquarium`),(`,BOLD:ACC8387,`)~(`,GMYC:52,`)~(`,University of Waikato aquarium,`),(`BOLD:ACC8387`)~(`GMYC:52`)~(`University of Waikato aquarium`)
299,NZPLR229_13|Lecane_bulla,NZPLR229-13|Lecane_bulla,NZPLR229-13_Lecane-bulla_University_of_Waikato_aquarium,NZPLR229-13,Lecane-bulla,Lecane bulla,Lecane,Lecane bulla,BOLD:ACC8387,north island,University of Waikato aquarium,DS-NZROT,Lecane,Lecanidae,Ploima,NA,GMYC:52,NA,NA,italic(`,`)~(`,`),italic(`Lecane bulla`)~(`BOLD:ACC8387`)~(`GMYC:52`)~(`north island`)~(`University of Waikato aquarium`),(`,BOLD:ACC8387,`)~(`,GMYC:52,`)~(`,University of Waikato aquarium,`),(`BOLD:ACC8387`)~(`GMYC:52`)~(`University of Waikato aquarium`)
300,NZPLR230_13|Euchlanis_meneta,NZPLR230-13|Euchlanis_meneta,NZPLR230-13_Euchlanis-meneta_Waikato_River,NZPLR230-13,Euchlanis-meneta,Euchlanis meneta,Euchlanis,Euchlanis meneta,BOLD:ACC8200,north island,Waikato River,DS-NZROT,Euchlanis,Euchlanidae,Ploima,NA,GMYC:102,NA,NA,italic(`,`)~(`,`),italic(`Euchlanis meneta`)~(`BOLD:ACC8200`)~(`GMYC:102`)~(`north island`)~(`Waikato River`),(`,BOLD:ACC8200,`)~(`,GMYC:102,`)~(`,Waikato River,`),(`BOLD:ACC8200`)~(`GMYC:102`)~(`Waikato River`)
301,NZPLR232_13|Euchlanis_meneta,NZPLR232-13|Euchlanis_meneta,NZPLR232-13_Euchlanis-meneta_Waikato_River,NZPLR232-13,Euchlanis-meneta,Euchlanis meneta,Euchlanis,Euchlanis meneta,BOLD:ACC8729,north island,Waikato River,DS-NZROT,Euchlanis,Euchlanidae,Ploima,NA,GMYC:37,NA,NA,italic(`,`)~(`,`),italic(`Euchlanis meneta`)~(`BOLD:ACC8729`)~(`GMYC:37`)~(`north island`)~(`Waikato River`),(`,BOLD:ACC8729,`)~(`,GMYC:37,`)~(`,Waikato River,`),(`BOLD:ACC8729`)~(`GMYC:37`)~(`Waikato River`)
302,NZPLR233_13|Euchlanis_meneta,NZPLR233-13|Euchlanis_meneta,NZPLR233-13_Euchlanis-meneta_Waikato_River,NZPLR233-13,Euchlanis-meneta,Euchlanis meneta,Euchlanis,Euchlanis meneta,BOLD:ACC8729,north island,Waikato River,DS-NZROT,Euchlanis,Euchlanidae,Ploima,NA,GMYC:37,NA,NA,italic(`,`)~(`,`),italic(`Euchlanis meneta`)~(`BOLD:ACC8729`)~(`GMYC:37`)~(`north island`)~(`Waikato River`),(`,BOLD:ACC8729,`)~(`,GMYC:37,`)~(`,Waikato River,`),(`BOLD:ACC8729`)~(`GMYC:37`)~(`Waikato River`)
303,NZPLR234_13|Notommata_pseudocerberus,NZPLR234-13|Notommata_pseudocerberus,NZPLR234-13_Notommata-pseudocerberus_Waikato_River,NZPLR234-13,Notommata-pseudocerberus,Notommata pseudocerberus,Notommata,Notommata pseudocerberus,BOLD:ACC8585,north island,Waikato River,DS-NZROT,Notommata,Notommatidae,Ploima,NA,GMYC:129,NA,NA,italic(`,`)~(`,`),italic(`Notommata pseudocerberus`)~(`BOLD:ACC8585`)~(`GMYC:129`)~(`north island`)~(`Waikato River`),(`,BOLD:ACC8585,`)~(`,GMYC:129,`)~(`,Waikato River,`),(`BOLD:ACC8585`)~(`GMYC:129`)~(`Waikato River`)
304,NZPLR236_13|Collotheca_sp.,NZPLR236-13|Collotheca_sp.,NZPLR236-13_Collotheca-sp._Chapel_Lake,NZPLR236-13,Collotheca-sp.,Collotheca sp.,Collotheca,Collotheca sp.,BOLD:ACC8099,north island,Chapel Lake,DS-NZROT,Collotheca,Collothecidae,Collothecaceae,NA,GMYC:152,NA,NA,italic(`,`)~(`,`),italic(`Collotheca sp.`)~(`BOLD:ACC8099`)~(`GMYC:152`)~(`north island`)~(`Chapel Lake`),(`,BOLD:ACC8099,`)~(`,GMYC:152,`)~(`,Chapel Lake,`),(`BOLD:ACC8099`)~(`GMYC:152`)~(`Chapel Lake`)
305,NZPLR240_13|Lecane_hamata,NZPLR240-13|Lecane_hamata,NZPLR240-13_Lecane-hamata_University_of_Waikato_aquarium,NZPLR240-13,Lecane-hamata,Lecane hamata,Lecane,Lecane hamata,BOLD:ACC8864,north island,University of Waikato aquarium,DS-NZROT,Lecane,Lecanidae,Ploima,NA,GMYC:57,NA,NA,italic(`,`)~(`,`),italic(`Lecane hamata`)~(`BOLD:ACC8864`)~(`GMYC:57`)~(`north island`)~(`University of Waikato aquarium`),(`,BOLD:ACC8864,`)~(`,GMYC:57,`)~(`,University of Waikato aquarium,`),(`BOLD:ACC8864`)~(`GMYC:57`)~(`University of Waikato aquarium`)
306,NZPLR241_13|Asplanchna_sieboldi,NZPLR241-13|Asplanchna_sieboldi,NZPLR241-13_Asplanchna-sieboldi_Hamilton_Zoo_Ponds,NZPLR241-13,Asplanchna-sieboldi,Asplanchna sieboldi,Asplanchna,Asplanchna sieboldi,BOLD:AAV0423,north island,Hamilton Zoo Ponds,DS-NZROT,Asplanchna,Asplanchnidae,Ploima,NA,GMYC:64,NA,NA,italic(`,`)~(`,`),italic(`Asplanchna sieboldi`)~(`BOLD:AAV0423`)~(`GMYC:64`)~(`north island`)~(`Hamilton Zoo Ponds`),(`,BOLD:AAV0423,`)~(`,GMYC:64,`)~(`,Hamilton Zoo Ponds,`),(`BOLD:AAV0423`)~(`GMYC:64`)~(`Hamilton Zoo Ponds`)
307,NZPLR242_13|Euchlanis_pyriformis,NZPLR242-13|Euchlanis_pyriformis,NZPLR242-13_Euchlanis-pyriformis_Chapel_Lake,NZPLR242-13,Euchlanis-pyriformis,Euchlanis pyriformis,Euchlanis,Euchlanis pyriformis,BOLD:ABU8292,north island,Chapel Lake,DS-NZROT,Euchlanis,Euchlanidae,Ploima,NA,GMYC:60,NA,NA,italic(`,`)~(`,`),italic(`Euchlanis pyriformis`)~(`BOLD:ABU8292`)~(`GMYC:60`)~(`north island`)~(`Chapel Lake`),(`,BOLD:ABU8292,`)~(`,GMYC:60,`)~(`,Chapel Lake,`),(`BOLD:ABU8292`)~(`GMYC:60`)~(`Chapel Lake`)
308,NZPLR246_13|Keratella_tropica,NZPLR246-13|Keratella_tropica,NZPLR246-13_Keratella-tropica_Lake_Cameron,NZPLR246-13,Keratella-tropica,Keratella tropica,Keratella,Keratella tropica,BOLD:AAW0344,north island,Lake Cameron,DS-NZROT,Keratella,Brachionidae,Ploima,NA,GMYC:113,NA,NA,italic(`,`)~(`,`),italic(`Keratella tropica`)~(`BOLD:AAW0344`)~(`GMYC:113`)~(`north island`)~(`Lake Cameron`),(`,BOLD:AAW0344,`)~(`,GMYC:113,`)~(`,Lake Cameron,`),(`BOLD:AAW0344`)~(`GMYC:113`)~(`Lake Cameron`)
309,NZPLR247_13|Synchaeta_grimpii,NZPLR247-13|Synchaeta_grimpii,NZPLR247-13_Synchaeta-grimpii_Raglan_Harbour,NZPLR247-13,Synchaeta-grimpii,Synchaeta grimpii,Synchaeta,Synchaeta grimpii,BOLD:ACF7161,north island,Raglan Harbour,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,GMYC:132,NA,NA,italic(`,`)~(`,`),italic(`Synchaeta grimpii`)~(`BOLD:ACF7161`)~(`GMYC:132`)~(`north island`)~(`Raglan Harbour`),(`,BOLD:ACF7161,`)~(`,GMYC:132,`)~(`,Raglan Harbour,`),(`BOLD:ACF7161`)~(`GMYC:132`)~(`Raglan Harbour`)
310,NZPLR248_13|Synchaeta_sp.,NZPLR248-13|Synchaeta_sp.,NZPLR248-13_Synchaeta-sp._Raglan_Harbour,NZPLR248-13,Synchaeta-sp.,Synchaeta sp.,Synchaeta,Synchaeta sp.,BOLD:ACF7162,north island,Raglan Harbour,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,GMYC:55,NA,NA,italic(`,`)~(`,`),italic(`Synchaeta sp.`)~(`BOLD:ACF7162`)~(`GMYC:55`)~(`north island`)~(`Raglan Harbour`),(`,BOLD:ACF7162,`)~(`,GMYC:55,`)~(`,Raglan Harbour,`),(`BOLD:ACF7162`)~(`GMYC:55`)~(`Raglan Harbour`)
311,NZPLR249_13|Synchaeta_sp.,NZPLR249-13|Synchaeta_sp.,NZPLR249-13_Synchaeta-sp._Raglan_Harbour,NZPLR249-13,Synchaeta-sp.,Synchaeta sp.,Synchaeta,Synchaeta sp.,BOLD:ACF7162,north island,Raglan Harbour,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,GMYC:55,NA,NA,italic(`,`)~(`,`),italic(`Synchaeta sp.`)~(`BOLD:ACF7162`)~(`GMYC:55`)~(`north island`)~(`Raglan Harbour`),(`,BOLD:ACF7162,`)~(`,GMYC:55,`)~(`,Raglan Harbour,`),(`BOLD:ACF7162`)~(`GMYC:55`)~(`Raglan Harbour`)
312,NZPLR250_13|Trichocerca_marina,NZPLR250-13|Trichocerca_marina,NZPLR250-13_Trichocerca-marina_Raglan_Harbour,NZPLR250-13,Trichocerca-marina,Trichocerca marina,Trichocerca,Trichocerca marina,BOLD:ACF6907,north island,Raglan Harbour,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:58,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca marina`)~(`BOLD:ACF6907`)~(`GMYC:58`)~(`north island`)~(`Raglan Harbour`),(`,BOLD:ACF6907,`)~(`,GMYC:58,`)~(`,Raglan Harbour,`),(`BOLD:ACF6907`)~(`GMYC:58`)~(`Raglan Harbour`)
313,NZPLR251_13|Trichocerca_marina,NZPLR251-13|Trichocerca_marina,NZPLR251-13_Trichocerca-marina_Raglan_Harbour,NZPLR251-13,Trichocerca-marina,Trichocerca marina,Trichocerca,Trichocerca marina,BOLD:ACF6907,north island,Raglan Harbour,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:58,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca marina`)~(`BOLD:ACF6907`)~(`GMYC:58`)~(`north island`)~(`Raglan Harbour`),(`,BOLD:ACF6907,`)~(`,GMYC:58,`)~(`,Raglan Harbour,`),(`BOLD:ACF6907`)~(`GMYC:58`)~(`Raglan Harbour`)
314,NZPLR252_13|Synchaeta_sp.,NZPLR252-13|Synchaeta_sp.,NZPLR252-13_Synchaeta-sp._Raglan_Harbour,NZPLR252-13,Synchaeta-sp.,Synchaeta sp.,Synchaeta,Synchaeta sp.,BOLD:ACF7162,north island,Raglan Harbour,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,GMYC:55,NA,NA,italic(`,`)~(`,`),italic(`Synchaeta sp.`)~(`BOLD:ACF7162`)~(`GMYC:55`)~(`north island`)~(`Raglan Harbour`),(`,BOLD:ACF7162,`)~(`,GMYC:55,`)~(`,Raglan Harbour,`),(`BOLD:ACF7162`)~(`GMYC:55`)~(`Raglan Harbour`)
315,NZPLR253_13|Lecane_closterocerca,NZPLR253-13|Lecane_closterocerca,NZPLR253-13_Lecane-closterocerca_Turtle_Lake,NZPLR253-13,Lecane-closterocerca,Lecane closterocerca,Lecane,Lecane closterocerca,BOLD:ACM1597,north island,Turtle Lake,DS-NZROT,Lecane,Lecanidae,Ploima,NA,GMYC:142,NA,NA,italic(`,`)~(`,`),italic(`Lecane closterocerca`)~(`BOLD:ACM1597`)~(`GMYC:142`)~(`north island`)~(`Turtle Lake`),(`,BOLD:ACM1597,`)~(`,GMYC:142,`)~(`,Turtle Lake,`),(`BOLD:ACM1597`)~(`GMYC:142`)~(`Turtle Lake`)
316,NZPLR255_13|Trichocerca_sp.,NZPLR255-13|Trichocerca_sp.,NZPLR255-13_Trichocerca-sp._Turtle_Lake,NZPLR255-13,Trichocerca-sp.,Trichocerca sp.,Trichocerca,Trichocerca sp.,BOLD:ACG1767,north island,Turtle Lake,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:95,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca sp.`)~(`BOLD:ACG1767`)~(`GMYC:95`)~(`north island`)~(`Turtle Lake`),(`,BOLD:ACG1767,`)~(`,GMYC:95,`)~(`,Turtle Lake,`),(`BOLD:ACG1767`)~(`GMYC:95`)~(`Turtle Lake`)
317,NZPLR256_13|Brachionus_budapestanensis,NZPLR256-13|Brachionus_budapestanensis,NZPLR256-13_Brachionus-budapestanensis_Oranga_Lake,NZPLR256-13,Brachionus-budapestanensis,Brachionus budapestanensis,Brachionus,Brachionus budapestanensis,BOLD:ACG5388,north island,Oranga Lake,DS-NZROT,Brachionus,Brachionidae,Ploima,NA,GMYC:14,NA,NA,italic(`,`)~(`,`),italic(`Brachionus budapestanensis`)~(`BOLD:ACG5388`)~(`GMYC:14`)~(`north island`)~(`Oranga Lake`),(`,BOLD:ACG5388,`)~(`,GMYC:14,`)~(`,Oranga Lake,`),(`BOLD:ACG5388`)~(`GMYC:14`)~(`Oranga Lake`)
318,NZPLR257_13|Filinia_novaezelandia,NZPLR257-13|Filinia_novaezelandia,NZPLR257-13_Filinia-novaezelandia_Oranga_Lake,NZPLR257-13,Filinia-novaezelandia,Filinia novaezelandia,Filinia,Filinia novaezelandia,BOLD:ACG5383,north island,Oranga Lake,DS-NZROT,Filinia,Filiniidae,Flosculariacea,NA,GMYC:69,NA,NA,italic(`,`)~(`,`),italic(`Filinia novaezelandia`)~(`BOLD:ACG5383`)~(`GMYC:69`)~(`north island`)~(`Oranga Lake`),(`,BOLD:ACG5383,`)~(`,GMYC:69,`)~(`,Oranga Lake,`),(`BOLD:ACG5383`)~(`GMYC:69`)~(`Oranga Lake`)
319,NZPLR258_13|Trichotria_tetractis,NZPLR258-13|Trichotria_tetractis,NZPLR258-13_Trichotria-tetractis_Chapel_Lake,NZPLR258-13,Trichotria-tetractis,Trichotria tetractis,Trichotria,Trichotria tetractis,BOLD:ACG5331,north island,Chapel Lake,DS-NZROT,Trichotria,Trichotriidae,Ploima,NA,GMYC:138,NA,NA,italic(`,`)~(`,`),italic(`Trichotria tetractis`)~(`BOLD:ACG5331`)~(`GMYC:138`)~(`north island`)~(`Chapel Lake`),(`,BOLD:ACG5331,`)~(`,GMYC:138,`)~(`,Chapel Lake,`),(`BOLD:ACG5331`)~(`GMYC:138`)~(`Chapel Lake`)
320,NZPLR259_13|Ascomorpha_sp.,NZPLR259-13|Ascomorpha_sp.,NZPLR259-13_Ascomorpha-sp._Chapel_Lake,NZPLR259-13,Ascomorpha-sp.,Ascomorpha sp.,Ascomorpha,Ascomorpha sp.,BOLD:ACG5495,north island,Chapel Lake,DS-NZROT,Ascomorpha,Gastropodidae,Ploima,NA,GMYC:61,NA,NA,italic(`,`)~(`,`),italic(`Ascomorpha sp.`)~(`BOLD:ACG5495`)~(`GMYC:61`)~(`north island`)~(`Chapel Lake`),(`,BOLD:ACG5495,`)~(`,GMYC:61,`)~(`,Chapel Lake,`),(`BOLD:ACG5495`)~(`GMYC:61`)~(`Chapel Lake`)
321,NZPLR260_13|Ascomorpha_sp.,NZPLR260-13|Ascomorpha_sp.,NZPLR260-13_Ascomorpha-sp._Chapel_Lake,NZPLR260-13,Ascomorpha-sp.,Ascomorpha sp.,Ascomorpha,Ascomorpha sp.,BOLD:ACG5495,north island,Chapel Lake,DS-NZROT,Ascomorpha,Gastropodidae,Ploima,NA,GMYC:61,NA,NA,italic(`,`)~(`,`),italic(`Ascomorpha sp.`)~(`BOLD:ACG5495`)~(`GMYC:61`)~(`north island`)~(`Chapel Lake`),(`,BOLD:ACG5495,`)~(`,GMYC:61,`)~(`,Chapel Lake,`),(`BOLD:ACG5495`)~(`GMYC:61`)~(`Chapel Lake`)
322,NZPLR261_13|Ascomorpha_sp.,NZPLR261-13|Ascomorpha_sp.,NZPLR261-13_Ascomorpha-sp._Chapel_Lake,NZPLR261-13,Ascomorpha-sp.,Ascomorpha sp.,Ascomorpha,Ascomorpha sp.,BOLD:ACG5495,north island,Chapel Lake,DS-NZROT,Ascomorpha,Gastropodidae,Ploima,NA,GMYC:61,NA,NA,italic(`,`)~(`,`),italic(`Ascomorpha sp.`)~(`BOLD:ACG5495`)~(`GMYC:61`)~(`north island`)~(`Chapel Lake`),(`,BOLD:ACG5495,`)~(`,GMYC:61,`)~(`,Chapel Lake,`),(`BOLD:ACG5495`)~(`GMYC:61`)~(`Chapel Lake`)
